activity_id,occurence,activity_repeated_at
10965,9,1998-04-20 00:00:00+05
11034,10,
10260,1,1997-01-07 00:00:00+05
10407,2,1997-04-16 00:00:00+05
10508,3,1997-05-30 00:00:00+05
10554,4,1997-06-26 00:00:00+05
10580,5,1997-09-26 00:00:00+05
10684,6,1997-12-05 00:00:00+05
10766,7,1998-01-15 00:00:00+05
10833,8,1998-04-03 00:00:00+05
10999,9,1998-04-14 00:00:00+05
11020,10,
10322,1,1996-11-14 00:00:00+05
10354,2,1997-03-13 00:00:00+05
10474,3,1997-04-10 00:00:00+05
10502,4,1998-04-02 00:00:00+05
10995,5,1998-05-05 00:00:00+05
11073,6,
10353,1,1996-12-24 00:00:00+05
10392,2,1997-01-27 00:00:00+05
10427,3,1997-03-28 00:00:00+05
10489,4,1997-05-08 00:00:00+05
10530,5,1997-07-11 00:00:00+05
10597,6,1997-09-30 00:00:00+05
10686,7,1997-11-19 00:00:00+05
10747,8,1998-01-21 00:00:00+05
10844,9,1998-04-27 00:00:00+05
11053,10,
10336,1,1996-12-27 00:00:00+05
10397,2,1997-02-03 00:00:00+05
10433,3,1997-03-17 00:00:00+05
10477,4,1998-04-08 00:00:00+05
11007,5,
10261,1,1996-08-27 00:00:00+05
10291,2,1996-12-11 00:00:00+05
10379,3,1997-01-21 00:00:00+05
10421,4,1997-07-02 00:00:00+05
10587,5,1997-08-27 00:00:00+05
10647,6,1997-10-28 00:00:00+05
10720,7,1997-12-24 00:00:00+05
10794,8,1998-03-31 00:00:00+05
10989,9,
10372,1,1997-01-07 00:00:00+05
10406,2,1997-03-26 00:00:00+05
10487,3,1997-08-19 00:00:00+05
10637,4,1997-09-05 00:00:00+05
10659,5,1997-10-14 00:00:00+05
10704,6,1997-11-04 00:00:00+05
10728,7,1997-12-19 00:00:00+05
10786,8,1998-02-04 00:00:00+05
10868,9,1998-02-26 00:00:00+05
10913,10,1998-02-27 00:00:00+05
10914,11,1998-03-19 00:00:00+05
10961,12,1998-05-04 00:00:00+05
11068,13,
10273,1,1996-08-20 00:00:00+05
10285,2,1996-08-21 00:00:00+05
10286,3,1996-09-24 00:00:00+05
10313,4,1996-11-04 00:00:00+05
10345,5,1996-11-22 00:00:00+05
10361,6,1997-01-17 00:00:00+05
10418,7,1997-02-19 00:00:00+05
10451,8,1997-04-23 00:00:00+05
10515,9,1997-05-05 00:00:00+05
10527,10,1997-05-19 00:00:00+05
10540,11,1997-05-27 00:00:00+05
10549,12,1997-07-03 00:00:00+05
10588,13,1997-09-05 00:00:00+05
10658,14,1997-10-03 00:00:00+05
10691,15,1997-10-06 00:00:00+05
10694,16,1997-10-29 00:00:00+05
10721,17,1997-11-18 00:00:00+05
10745,18,1997-12-04 00:00:00+05
10765,19,1997-12-22 00:00:00+05
10788,20,1998-01-21 00:00:00+05
10845,21,1998-02-02 00:00:00+05
10865,22,1998-02-10 00:00:00+05
10878,23,1998-03-10 00:00:00+05
10938,24,1998-03-19 00:00:00+05
10962,25,1998-04-01 00:00:00+05
10991,26,1998-04-02 00:00:00+05
10996,27,1998-04-14 00:00:00+05
11021,28,
10448,1,1997-10-24 00:00:00+05
10716,2,1998-01-13 00:00:00+05
10828,3,1998-02-27 00:00:00+05
10916,4,1998-04-13 00:00:00+05
11019,5,
10262,1,1996-08-02 00:00:00+05
10272,2,1996-08-30 00:00:00+05
10294,3,1996-09-25 00:00:00+05
10314,4,1996-09-27 00:00:00+05
10316,5,1996-11-05 00:00:00+05
10346,6,1997-01-01 00:00:00+05
10401,7,1997-03-19 00:00:00+05
10479,8,1997-06-10 00:00:00+05
10564,9,1997-06-16 00:00:00+05
10569,10,1997-07-14 00:00:00+05
10598,11,1997-12-02 00:00:00+05
10761,12,1998-01-07 00:00:00+05
10820,13,1998-01-26 00:00:00+05
10852,14,1998-02-16 00:00:00+05
10889,15,1998-03-31 00:00:00+05
10988,16,1998-04-06 00:00:00+05
11000,17,
10288,1,1997-01-28 00:00:00+05
10428,2,1997-02-12 00:00:00+05
10443,3,1997-06-09 00:00:00+05
10562,4,1997-07-02 00:00:00+05
10586,5,1997-09-03 00:00:00+05
10655,6,1997-11-03 00:00:00+05
10727,7,1998-01-02 00:00:00+05
10812,8,1998-02-26 00:00:00+05
10908,9,1998-03-11 00:00:00+05
10942,10,1998-04-09 00:00:00+05
11010,11,1998-04-30 00:00:00+05
11062,12,
10287,1,1996-09-06 00:00:00+05
10299,2,1997-02-14 00:00:00+05
10447,3,1997-03-20 00:00:00+05
10481,4,1997-06-10 00:00:00+05
10563,5,1997-08-06 00:00:00+05
10622,6,1997-08-28 00:00:00+05
10648,7,1998-01-05 00:00:00+05
10813,8,1998-01-26 00:00:00+05
10851,9,1998-02-09 00:00:00+05
10877,10,1998-04-29 00:00:00+05
11059,11,
10255,1,1997-01-20 00:00:00+05
10419,2,1997-05-14 00:00:00+05
10537,3,1997-09-12 00:00:00+05
10666,4,1997-11-24 00:00:00+05
10751,5,1997-11-28 00:00:00+05
10758,6,1998-03-06 00:00:00+05
10931,7,1998-03-16 00:00:00+05
10951,8,1998-04-17 00:00:00+05
11033,9,1998-05-06 00:00:00+05
11075,10,
10281,1,1996-08-15 00:00:00+05
10282,2,1996-09-16 00:00:00+05
10306,3,1998-03-02 00:00:00+05
10917,4,1998-04-09 00:00:00+05
11013,5,
10387,1,1997-04-29 00:00:00+05
10520,2,1997-08-20 00:00:00+05
10639,3,1998-01-14 00:00:00+05
10831,4,1998-02-26 00:00:00+05
10909,5,1998-04-10 00:00:00+05
11015,6,
10324,1,1996-12-25 00:00:00+05
10393,2,1996-12-30 00:00:00+05
10398,3,1997-02-10 00:00:00+05
10440,4,1997-02-20 00:00:00+05
10452,5,1997-04-18 00:00:00+05
10510,6,1997-06-02 00:00:00+05
10555,7,1997-07-18 00:00:00+05
10603,8,1997-07-22 00:00:00+05
10607,9,1997-07-28 00:00:00+05
10612,10,1997-08-11 00:00:00+05
10627,11,1997-09-04 00:00:00+05
10657,12,1997-09-23 00:00:00+05
10678,13,1997-10-10 00:00:00+05
10700,14,1997-10-21 00:00:00+05
10711,15,1997-10-22 00:00:00+05
10713,16,1997-10-22 00:00:00+05
10714,17,1997-10-29 00:00:00+05
10722,18,1997-11-20 00:00:00+05
10748,19,1997-11-27 00:00:00+05
10757,20,1998-01-05 00:00:00+05
10815,21,1998-01-22 00:00:00+05
10847,22,1998-02-11 00:00:00+05
10882,23,1998-02-18 00:00:00+05
10894,24,1998-03-11 00:00:00+05
10941,25,1998-03-27 00:00:00+05
10983,26,1998-03-30 00:00:00+05
10984,27,1998-04-06 00:00:00+05
11002,28,1998-04-17 00:00:00+05
11030,29,1998-04-17 00:00:00+05
11031,30,1998-05-01 00:00:00+05
11064,31,
10359,1,1996-12-09 00:00:00+05
10377,2,1996-12-19 00:00:00+05
10388,3,1997-03-12 00:00:00+05
10472,4,1997-05-01 00:00:00+05
10523,5,1997-05-23 00:00:00+05
10547,6,1997-12-26 00:00:00+05
10800,7,1997-12-30 00:00:00+05
10804,8,1998-02-04 00:00:00+05
10869,9,
10341,1,1997-01-16 00:00:00+05
10417,2,1997-06-03 00:00:00+05
10556,3,1997-08-22 00:00:00+05
10642,4,1997-09-15 00:00:00+05
10669,5,1997-12-29 00:00:00+05
10802,6,1998-05-06 00:00:00+05
11074,7,
10738,1,1998-02-25 00:00:00+05
10907,2,1998-03-20 00:00:00+05
10964,3,1998-04-22 00:00:00+05
11043,4,
10271,1,1996-10-15 00:00:00+05
10329,2,1996-11-08 00:00:00+05
10349,3,1996-12-02 00:00:00+05
10369,4,1996-12-17 00:00:00+05
10385,5,1997-01-31 00:00:00+05
10432,6,1997-11-27 00:00:00+05
10756,7,1998-01-08 00:00:00+05
10821,8,1998-03-25 00:00:00+05
10974,9,
10252,1,1996-09-10 00:00:00+05
10302,2,1997-02-26 00:00:00+05
10458,3,1997-03-04 00:00:00+05
10463,4,1997-03-14 00:00:00+05
10475,5,1997-12-05 00:00:00+05
10767,6,1998-01-20 00:00:00+05
10841,7,1998-01-22 00:00:00+05
10846,8,1998-02-12 00:00:00+05
10885,9,1998-03-06 00:00:00+05
10930,10,1998-04-20 00:00:00+05
11035,11,1998-04-21 00:00:00+05
11038,12,
10310,1,1997-10-17 00:00:00+05
10708,2,1997-12-30 00:00:00+05
10805,3,1998-04-01 00:00:00+05
10992,4,
10624,1,1997-12-12 00:00:00+05
10775,2,1998-04-06 00:00:00+05
11003,3,
10249,1,1997-02-06 00:00:00+05
10438,2,1997-02-14 00:00:00+05
10446,3,1997-05-26 00:00:00+05
10548,4,1997-07-23 00:00:00+05
10608,5,1998-03-23 00:00:00+05
10967,6,
10276,1,1996-08-29 00:00:00+05
10293,2,1996-09-12 00:00:00+05
10304,3,1996-10-02 00:00:00+05
10319,4,1997-04-25 00:00:00+05
10518,5,1997-06-23 00:00:00+05
10576,6,1997-09-22 00:00:00+05
10676,7,1998-01-20 00:00:00+05
10842,8,1998-02-27 00:00:00+05
10915,9,1998-05-04 00:00:00+05
11069,10,
10292,1,1997-04-04 00:00:00+05
10496,2,1997-07-22 00:00:00+05
10606,3,1998-01-13 00:00:00+05
10830,4,1998-01-15 00:00:00+05
10834,5,1998-01-19 00:00:00+05
10839,6,
10574,1,1997-06-23 00:00:00+05
10577,2,1998-01-08 00:00:00+05
10822,3,
10367,1,1996-12-31 00:00:00+05
10399,2,1997-03-05 00:00:00+05
10465,3,1997-07-07 00:00:00+05
10591,4,1997-07-17 00:00:00+05
10602,5,1997-10-01 00:00:00+05
10688,6,1997-11-17 00:00:00+05
10744,7,1997-12-08 00:00:00+05
10769,8,1998-03-03 00:00:00+05
10921,9,1998-03-12 00:00:00+05
10946,10,1998-04-02 00:00:00+05
10994,11,
10251,1,1996-10-21 00:00:00+05
10334,2,1997-02-19 00:00:00+05
10450,3,1997-02-27 00:00:00+05
10459,4,1997-03-18 00:00:00+05
10478,5,1997-05-23 00:00:00+05
10546,6,1997-12-31 00:00:00+05
10806,7,1998-01-05 00:00:00+05
10814,8,1998-01-21 00:00:00+05
10843,9,1998-01-23 00:00:00+05
10850,10,
10248,1,1996-08-06 00:00:00+05
10274,2,1996-09-02 00:00:00+05
10295,3,1997-11-11 00:00:00+05
10737,4,1997-11-12 00:00:00+05
10739,5,
10266,1,1996-08-01 00:00:00+05
10270,2,1996-10-03 00:00:00+05
10320,3,1996-10-18 00:00:00+05
10333,4,1997-01-13 00:00:00+05
10412,5,1997-01-16 00:00:00+05
10416,6,1997-02-05 00:00:00+05
10437,7,1997-02-24 00:00:00+05
10455,8,1997-05-05 00:00:00+05
10526,9,1997-05-30 00:00:00+05
10553,10,1997-06-30 00:00:00+05
10583,11,1997-08-19 00:00:00+05
10636,12,1997-11-21 00:00:00+05
10750,13,1997-12-17 00:00:00+05
10781,14,1998-04-15 00:00:00+05
11025,15,
10256,1,1997-01-21 00:00:00+05
10420,2,1997-07-01 00:00:00+05
10585,3,1997-08-25 00:00:00+05
10644,4,1997-12-30 00:00:00+05
10803,5,1998-01-01 00:00:00+05
10809,6,1998-02-20 00:00:00+05
10900,7,1998-02-24 00:00:00+05
10905,8,1998-03-09 00:00:00+05
10935,9,
10269,1,1996-11-01 00:00:00+05
10344,2,1997-03-10 00:00:00+05
10469,3,1997-03-24 00:00:00+05
10483,4,1997-04-11 00:00:00+05
10504,5,1997-07-11 00:00:00+05
10596,6,1997-10-06 00:00:00+05
10693,7,1997-10-08 00:00:00+05
10696,8,1997-10-30 00:00:00+05
10723,9,1997-11-13 00:00:00+05
10740,10,1998-01-30 00:00:00+05
10861,11,1998-02-24 00:00:00+05
10904,12,1998-04-17 00:00:00+05
11032,13,1998-05-01 00:00:00+05
11066,14,
10615,1,1997-09-18 00:00:00+05
10673,2,1997-10-07 00:00:00+05
10695,3,1998-02-06 00:00:00+05
10873,4,1998-02-10 00:00:00+05
10879,5,1998-02-26 00:00:00+05
10910,6,1998-04-07 00:00:00+05
11005,7,
10374,1,1997-07-25 00:00:00+05
10611,2,1997-12-23 00:00:00+05
10792,3,1998-02-04 00:00:00+05
10870,4,1998-02-25 00:00:00+05
10906,5,1998-04-03 00:00:00+05
10998,6,1998-04-23 00:00:00+05
11044,7,
11081,1,1996-12-15 00:00:00+05
11082,2,1997-02-10 00:00:00+05
11083,3,1998-03-02 00:00:00+05
11084,4,1998-04-07 00:00:00+05
11085,5,
11077,1,1996-08-20 00:00:00+05
11078,2,1996-08-21 00:00:00+05
11079,3,1996-10-21 00:00:00+05
11080,4,1996-11-02 00:00:00+05
11090,5,
10837,1,
11087,1,1998-03-01 00:00:00+05
11086,2,
11088,1,1996-11-01 00:00:00+05
11090,2,
10643,1,1997-10-03 00:00:00+05
10692,2,1997-10-13 00:00:00+05
10702,3,1998-01-15 00:00:00+05
10835,4,1998-03-16 00:00:00+05
10952,5,1998-04-09 00:00:00+05
11011,6,
10308,1,1997-08-08 00:00:00+05
10625,2,1997-11-28 00:00:00+05
10759,3,1998-03-04 00:00:00+05
10926,4,
10365,1,1997-04-15 00:00:00+05
10507,2,1997-05-13 00:00:00+05
10535,3,1997-06-19 00:00:00+05
10573,4,1997-09-22 00:00:00+05
10677,5,1997-09-25 00:00:00+05
10682,6,1998-01-28 00:00:00+05
10856,7,
10355,1,1996-12-16 00:00:00+05
10383,2,1997-02-21 00:00:00+05
10453,3,1997-06-04 00:00:00+05
10558,4,1997-10-16 00:00:00+05
10707,5,1997-11-14 00:00:00+05
10741,6,1997-11-17 00:00:00+05
10743,7,1997-12-08 00:00:00+05
10768,8,1997-12-24 00:00:00+05
10793,9,1998-02-02 00:00:00+05
10864,10,1998-03-03 00:00:00+05
10920,11,1998-03-16 00:00:00+05
10953,12,1998-04-10 00:00:00+05
11016,13,
10289,1,1997-03-11 00:00:00+05
10471,2,1997-03-24 00:00:00+05
10484,3,1997-05-15 00:00:00+05
10538,4,1997-05-16 00:00:00+05
10539,5,1997-06-24 00:00:00+05
10578,6,1997-07-15 00:00:00+05
10599,7,1998-03-11 00:00:00+05
10943,8,1998-03-13 00:00:00+05
10947,9,1998-04-14 00:00:00+05
11023,10,
10278,1,1996-08-14 00:00:00+05
10280,2,1996-12-16 00:00:00+05
10384,3,1997-02-12 00:00:00+05
10444,4,1997-02-13 00:00:00+05
10445,5,1997-05-01 00:00:00+05
10524,6,1997-06-18 00:00:00+05
10572,7,1997-08-11 00:00:00+05
10626,8,1997-09-02 00:00:00+05
10654,9,1997-09-17 00:00:00+05
10672,10,1997-10-01 00:00:00+05
10689,11,1997-11-07 00:00:00+05
10733,12,1997-12-16 00:00:00+05
10778,13,1998-01-16 00:00:00+05
10837,14,1998-01-28 00:00:00+05
10857,15,1998-02-03 00:00:00+05
10866,16,1998-02-06 00:00:00+05
10875,17,1998-03-04 00:00:00+05
10924,18,
10501,1,1997-04-17 00:00:00+05
10509,2,1997-06-27 00:00:00+05
10582,3,1997-07-29 00:00:00+05
10614,4,1998-01-27 00:00:00+05
10853,5,1998-03-17 00:00:00+05
10956,6,1998-04-29 00:00:00+05
11058,7,
10265,1,1996-09-04 00:00:00+05
10297,2,1996-11-22 00:00:00+05
10360,3,1997-02-05 00:00:00+05
10436,4,1997-02-18 00:00:00+05
10449,5,1997-06-05 00:00:00+05
10559,6,1997-06-12 00:00:00+05
10566,7,1997-06-30 00:00:00+05
10584,8,1997-08-12 00:00:00+05
10628,9,1997-09-23 00:00:00+05
10679,10,1998-01-12 00:00:00+05
10826,11,
10326,1,1997-12-29 00:00:00+05
10801,2,1998-03-24 00:00:00+05
10970,3,
10331,1,1996-10-29 00:00:00+05
10340,2,1996-11-25 00:00:00+05
10362,3,1997-03-11 00:00:00+05
10470,4,1997-04-18 00:00:00+05
10511,5,1997-05-02 00:00:00+05
10525,6,1997-09-10 00:00:00+05
10663,7,1997-10-23 00:00:00+05
10715,8,1997-11-05 00:00:00+05
10730,9,1997-11-06 00:00:00+05
10732,10,1997-11-26 00:00:00+05
10755,11,1998-01-12 00:00:00+05
10827,12,1998-02-05 00:00:00+05
10871,13,1998-02-09 00:00:00+05
10876,14,1998-03-06 00:00:00+05
10932,15,1998-03-11 00:00:00+05
10940,16,1998-05-06 00:00:00+05
11076,17,
10389,1,1997-01-10 00:00:00+05
10411,2,1997-01-10 00:00:00+05
10410,3,1997-01-30 00:00:00+05
10431,4,1997-04-01 00:00:00+05
10492,5,1997-11-14 00:00:00+05
10742,6,1998-03-02 00:00:00+05
10918,7,1998-03-12 00:00:00+05
10944,8,1998-03-13 00:00:00+05
10949,9,1998-03-25 00:00:00+05
10975,10,1998-03-27 00:00:00+05
10982,11,1998-04-16 00:00:00+05
11027,12,1998-04-23 00:00:00+05
11045,13,1998-04-24 00:00:00+05
11048,14,
10521,1,1997-12-17 00:00:00+05
10782,2,1998-01-07 00:00:00+05
10819,3,1998-02-11 00:00:00+05
10881,4,1998-03-10 00:00:00+05
10937,5,1998-04-28 00:00:00+05
11054,6,
10259,1,
10254,1,1996-12-03 00:00:00+05
10370,2,1997-04-28 00:00:00+05
10519,3,1997-11-06 00:00:00+05
10731,4,1997-11-19 00:00:00+05
10746,5,1998-03-20 00:00:00+05
10966,6,1998-04-16 00:00:00+05
11029,7,1998-04-22 00:00:00+05
11041,8,
10290,1,1997-03-06 00:00:00+05
10466,2,1997-04-02 00:00:00+05
10494,3,1998-03-23 00:00:00+05
10969,4,1998-04-22 00:00:00+05
11042,5,
10435,1,1997-03-03 00:00:00+05
10462,2,1998-01-23 00:00:00+05
10848,3,
10301,1,1996-09-23 00:00:00+05
10312,2,1996-11-07 00:00:00+05
10348,3,1996-11-18 00:00:00+05
10356,4,1997-04-22 00:00:00+05
10513,5,1997-08-14 00:00:00+05
10632,6,1997-08-21 00:00:00+05
10640,7,1997-09-01 00:00:00+05
10651,8,1997-09-15 00:00:00+05
10668,9,1998-04-23 00:00:00+05
11046,10,
10363,1,1996-12-23 00:00:00+05
10391,2,1997-12-25 00:00:00+05
10797,3,1998-01-09 00:00:00+05
10825,4,1998-04-20 00:00:00+05
11036,5,1998-05-04 00:00:00+05
11067,6,
10311,1,1997-07-24 00:00:00+05
10609,2,1997-09-26 00:00:00+05
10683,3,1998-02-16 00:00:00+05
10890,4,
10364,1,1997-01-01 00:00:00+05
10400,2,1997-05-09 00:00:00+05
10532,3,1997-11-03 00:00:00+05
10726,4,1998-03-31 00:00:00+05
10987,5,1998-04-15 00:00:00+05
11024,6,1998-04-24 00:00:00+05
11047,7,1998-04-28 00:00:00+05
11056,8,
10258,1,1996-07-23 00:00:00+05
10263,2,1996-11-11 00:00:00+05
10351,3,1996-11-29 00:00:00+05
10368,4,1996-12-13 00:00:00+05
10382,5,1996-12-23 00:00:00+05
10390,6,1997-01-02 00:00:00+05
10402,7,1997-01-03 00:00:00+05
10403,8,1997-01-30 00:00:00+05
10430,9,1997-02-11 00:00:00+05
10442,10,1997-04-22 00:00:00+05
10514,11,1997-06-17 00:00:00+05
10571,12,1997-07-10 00:00:00+05
10595,13,1997-08-15 00:00:00+05
10633,14,1997-09-12 00:00:00+05
10667,15,1997-10-09 00:00:00+05
10698,16,1997-12-03 00:00:00+05
10764,17,1997-12-10 00:00:00+05
10771,18,1997-12-11 00:00:00+05
10773,19,1997-12-15 00:00:00+05
10776,20,1997-12-24 00:00:00+05
10795,21,1998-01-16 00:00:00+05
10836,22,1998-01-27 00:00:00+05
10854,23,1998-02-18 00:00:00+05
10895,24,1998-03-23 00:00:00+05
10968,25,1998-03-26 00:00:00+05
10979,26,1998-04-01 00:00:00+05
10990,27,1998-04-08 00:00:00+05
11008,28,1998-04-13 00:00:00+05
11017,29,1998-05-05 00:00:00+05
11072,30,
10347,1,1996-12-18 00:00:00+05
10386,2,1997-01-14 00:00:00+05
10414,3,1997-04-21 00:00:00+05
10512,4,1997-06-26 00:00:00+05
10581,5,1997-08-29 00:00:00+05
10650,6,1997-10-31 00:00:00+05
10725,7,
10408,1,1997-03-20 00:00:00+05
10480,2,1997-08-15 00:00:00+05
10634,3,1997-12-03 00:00:00+05
10763,4,1997-12-22 00:00:00+05
10789,5,
10264,1,1996-10-11 00:00:00+05
10327,2,1996-12-10 00:00:00+05
10378,3,1997-02-03 00:00:00+05
10434,4,1997-02-28 00:00:00+05
10460,5,1997-05-12 00:00:00+05
10533,6,1997-06-06 00:00:00+05
10561,7,1997-10-14 00:00:00+05
10703,8,1997-12-02 00:00:00+05
10762,9,1997-12-11 00:00:00+05
10774,10,1998-01-09 00:00:00+05
10824,11,1998-02-10 00:00:00+05
10880,12,1998-02-23 00:00:00+05
10902,13,1998-03-17 00:00:00+05
10955,14,1998-03-26 00:00:00+05
10977,15,1998-03-27 00:00:00+05
10980,16,1998-04-01 00:00:00+05
10993,17,1998-04-06 00:00:00+05
11001,18,1998-04-27 00:00:00+05
11050,19,
10671,1,1998-01-29 00:00:00+05
10860,2,1998-03-24 00:00:00+05
10971,3,
10422,1,1997-10-20 00:00:00+05
10710,2,1997-11-25 00:00:00+05
10753,3,1997-12-31 00:00:00+05
10807,4,1998-04-15 00:00:00+05
11026,5,1998-04-30 00:00:00+05
11060,6,
10267,1,1996-10-24 00:00:00+05
10337,2,1996-10-30 00:00:00+05
10342,3,1996-12-27 00:00:00+05
10396,4,1997-03-27 00:00:00+05
10488,5,1997-06-06 00:00:00+05
10560,6,1997-08-07 00:00:00+05
10623,7,1997-09-02 00:00:00+05
10653,8,1997-09-16 00:00:00+05
10670,9,1997-09-19 00:00:00+05
10675,10,1997-10-24 00:00:00+05
10717,11,1997-12-23 00:00:00+05
10791,12,1998-01-29 00:00:00+05
10859,13,1998-03-05 00:00:00+05
10929,14,1998-04-09 00:00:00+05
11012,15,
10328,1,1996-11-12 00:00:00+05
10352,2,1997-03-04 00:00:00+05
10464,3,1997-03-31 00:00:00+05
10491,4,1997-05-28 00:00:00+05
10551,5,1997-07-18 00:00:00+05
10604,6,1997-09-10 00:00:00+05
10664,7,1998-03-19 00:00:00+05
10963,8,
10366,1,1997-01-27 00:00:00+05
10426,2,1997-06-13 00:00:00+05
10568,3,1998-02-13 00:00:00+05
10887,4,1998-03-05 00:00:00+05
10928,5,
10303,1,1997-05-28 00:00:00+05
10550,2,1997-08-12 00:00:00+05
10629,3,1998-02-05 00:00:00+05
10872,4,1998-02-06 00:00:00+05
10874,5,1998-02-16 00:00:00+05
10888,6,1998-02-26 00:00:00+05
10911,7,1998-03-13 00:00:00+05
10948,8,1998-04-08 00:00:00+05
11009,9,1998-04-21 00:00:00+05
11037,10,
10423,1,1997-09-01 00:00:00+05
10652,2,1997-09-29 00:00:00+05
10685,3,1997-10-17 00:00:00+05
10709,4,1997-11-07 00:00:00+05
10734,5,1997-12-15 00:00:00+05
10777,6,1997-12-22 00:00:00+05
10790,7,1998-03-18 00:00:00+05
10959,8,1998-04-24 00:00:00+05
11049,9,
10528,1,1997-07-04 00:00:00+05
10589,2,1997-07-31 00:00:00+05
10616,3,1997-07-31 00:00:00+05
10617,4,1997-09-04 00:00:00+05
10656,5,1997-09-25 00:00:00+05
10681,6,1998-01-06 00:00:00+05
10816,7,1998-03-09 00:00:00+05
10936,8,1998-04-07 00:00:00+05
11006,9,1998-04-22 00:00:00+05
11040,10,1998-04-30 00:00:00+05
11061,11,
10268,1,1997-12-18 00:00:00+05
10785,2,
10250,1,1996-07-10 00:00:00+05
10253,2,1997-05-19 00:00:00+05
10541,3,1997-08-26 00:00:00+05
10645,4,1997-10-02 00:00:00+05
10690,5,1997-12-09 00:00:00+05
10770,6,1997-12-18 00:00:00+05
10783,7,1998-02-13 00:00:00+05
10886,8,1998-02-24 00:00:00+05
10903,9,1998-03-03 00:00:00+05
10922,10,1998-03-04 00:00:00+05
10925,11,1998-03-27 00:00:00+05
10981,12,1998-04-14 00:00:00+05
11022,13,1998-04-27 00:00:00+05
11052,14,
10257,1,1996-12-26 00:00:00+05
10395,2,1997-03-17 00:00:00+05
10476,3,1997-03-26 00:00:00+05
10486,4,1997-03-31 00:00:00+05
10490,5,1997-04-07 00:00:00+05
10498,6,1997-05-29 00:00:00+05
10552,7,1997-07-16 00:00:00+05
10601,8,1997-07-29 00:00:00+05
10613,9,1997-08-22 00:00:00+05
10641,10,1997-10-15 00:00:00+05
10705,11,1997-12-25 00:00:00+05
10796,12,1998-02-02 00:00:00+05
10863,13,1998-02-23 00:00:00+05
10901,14,1998-03-18 00:00:00+05
10957,15,1998-03-19 00:00:00+05
10960,16,1998-03-25 00:00:00+05
10976,17,1998-04-28 00:00:00+05
11055,18,
10375,1,1996-12-25 00:00:00+05
10394,2,1997-01-15 00:00:00+05
10415,3,1997-07-16 00:00:00+05
10600,4,1997-09-08 00:00:00+05
10660,5,
10298,1,1996-09-19 00:00:00+05
10309,2,1996-10-22 00:00:00+05
10335,3,1996-12-05 00:00:00+05
10373,4,1996-12-12 00:00:00+05
10380,5,1997-01-29 00:00:00+05
10429,6,1997-04-11 00:00:00+05
10503,7,1997-04-24 00:00:00+05
10516,8,1997-06-12 00:00:00+05
10567,9,1997-08-27 00:00:00+05
10646,10,1997-09-09 00:00:00+05
10661,11,1997-09-30 00:00:00+05
10687,12,1997-10-13 00:00:00+05
10701,13,1997-10-21 00:00:00+05
10712,14,1997-11-11 00:00:00+05
10736,15,1998-02-19 00:00:00+05
10897,16,1998-02-26 00:00:00+05
10912,17,1998-03-30 00:00:00+05
10985,18,1998-04-30 00:00:00+05
11063,19,
10315,1,1996-10-01 00:00:00+05
10318,2,1996-10-03 00:00:00+05
10321,3,1997-03-13 00:00:00+05
10473,4,1997-08-05 00:00:00+05
10621,5,1997-09-18 00:00:00+05
10674,6,1997-11-20 00:00:00+05
10749,7,1997-12-26 00:00:00+05
10798,8,1998-01-13 00:00:00+05
10829,9,1998-03-06 00:00:00+05
10933,10,
10323,1,1996-10-09 00:00:00+05
10325,2,1997-02-25 00:00:00+05
10457,3,1997-02-25 00:00:00+05
10456,4,1997-03-07 00:00:00+05
10468,5,1997-04-15 00:00:00+05
10506,6,1997-05-20 00:00:00+05
10542,7,1997-08-13 00:00:00+05
10630,8,1997-10-27 00:00:00+05
10718,9,1997-12-26 00:00:00+05
10799,10,1998-01-06 00:00:00+05
10817,11,1998-01-23 00:00:00+05
10849,12,1998-02-18 00:00:00+05
10893,13,1998-04-16 00:00:00+05
11028,14,
10858,1,1998-03-05 00:00:00+05
10927,2,1998-03-24 00:00:00+05
10972,3,1998-03-24 00:00:00+05
10973,4,
10350,1,1996-11-20 00:00:00+05
10358,2,1996-12-03 00:00:00+05
10371,3,1997-01-14 00:00:00+05
10413,4,1997-01-24 00:00:00+05
10425,5,1997-02-21 00:00:00+05
10454,6,1997-04-02 00:00:00+05
10493,7,1997-04-09 00:00:00+05
10500,8,1997-07-25 00:00:00+05
10610,9,1997-08-14 00:00:00+05
10631,10,1997-12-19 00:00:00+05
10787,11,1998-01-14 00:00:00+05
10832,12,1998-03-03 00:00:00+05
10923,13,1998-04-27 00:00:00+05
11051,14,
10495,1,1997-08-05 00:00:00+05
10620,2,1998-01-01 00:00:00+05
10810,3,
10482,1,1997-05-22 00:00:00+05
10545,2,
11089,1,1996-08-13 00:00:00+05
10279,2,1996-08-19 00:00:00+05
10284,3,1996-10-31 00:00:00+05
10343,4,1997-04-04 00:00:00+05
10497,5,1997-04-30 00:00:00+05
10522,6,1997-05-12 00:00:00+05
10534,7,1997-05-14 00:00:00+05
10536,8,1997-06-03 00:00:00+05
10557,9,1997-07-08 00:00:00+05
10592,10,1997-07-09 00:00:00+05
10593,11,1997-12-10 00:00:00+05
10772,12,1998-01-30 00:00:00+05
10862,13,1998-02-17 00:00:00+05
10891,14,1998-03-09 00:00:00+05
10934,15,1998-05-05 00:00:00+05
11070,16,
10579,1,1997-10-27 00:00:00+05
